0	0	0.015384615384615385	0.03076923076923077	0.06153846153846154	0.046153846153846156	0.023076923076923078	0.023076923076923078	0.023076923076923078	0.015384615384615385	0.015384615384615385	0.038461538461538464	0.03076923076923077	0.07692307692307693	0.03076923076923077	0.023076923076923078	0.023076923076923078	0.03076923076923077	0.05384615384615385	0.038461538461538464	0.03076923076923077	0.023076923076923078	0.2153846153846154	0.03076923076923077	0.015384615384615385	0.03076923076923077	0.05384615384615385
1	1	0.012195121951219513	0.018292682926829267	0.03048780487804878	0.06097560975609756	0.024390243902439025	0.018292682926829267	0.024390243902439025	0.06707317073170732	0.036585365853658534	0.07317073170731707	0.012195121951219513	0.018292682926829267	0.2865853658536585	0.06097560975609756	0.018292682926829267	0.036585365853658534	0.024390243902439025	0.018292682926829267	0.036585365853658534	0.018292682926829267	0.018292682926829267	0.03048780487804878	0.03048780487804878	0.012195121951219513	0.012195121951219513
2	2	0.02040816326530612	0.027210884353741496	0.02040816326530612	0.04081632653061224	0.027210884353741496	0.013605442176870748	0.02040816326530612	0.061224489795918366	0.013605442176870748	0.013605442176870748	0.02040816326530612	0.034013605442176874	0.02040816326530612	0.02040816326530612	0.04081632653061224	0.05442176870748299	0.1836734693877551	0.07482993197278912	0.02040816326530612	0.04081632653061224	0.08843537414965986	0.02040816326530612	0.061224489795918366	0.034013605442176874	0.027210884353741496
3	3	0.03888888888888889	0.016666666666666666	0.06111111111111111	0.03888888888888889	0.03333333333333333	0.22777777777777777	0.016666666666666666	0.011111111111111112	0.016666666666666666	0.03333333333333333	0.2222222222222222	0.016666666666666666	0.016666666666666666	0.027777777777777776	0.03333333333333333	0.03333333333333333	0.016666666666666666	0.03333333333333333	0.011111111111111112	0.016666666666666666	0.022222222222222223	0.011111111111111112	0.022222222222222223	0.011111111111111112	0.011111111111111112
4	4	0.017142857142857144	0.011428571428571429	0.011428571428571429	0.017142857142857144	0.017142857142857144	0.017142857142857144	0.26285714285714284	0.05714285714285714	0.02857142857142857	0.022857142857142857	0.011428571428571429	0.017142857142857144	0.017142857142857144	0.011428571428571429	0.011428571428571429	0.02857142857142857	0.017142857142857144	0.011428571428571429	0.022857142857142857	0.03428571428571429	0.02857142857142857	0.18857142857142858	0.07428571428571429	0.02857142857142857	0.03428571428571429
5	5	0.04918032786885246	0.01092896174863388	0.01092896174863388	0.01092896174863388	0.03278688524590164	0.01092896174863388	0.0273224043715847	0.01639344262295082	0.366120218579235	0.01639344262295082	0.01639344262295082	0.01639344262295082	0.01639344262295082	0.01639344262295082	0.02185792349726776	0.03278688524590164	0.07103825136612021	0.04918032786885246	0.04918032786885246	0.02185792349726776	0.01092896174863388	0.01639344262295082	0.060109289617486336	0.03825136612021858	0.01092896174863388
6	6	0.052941176470588235	0.029411764705882353	0.029411764705882353	0.06470588235294118	0.047058823529411764	0.041176470588235294	0.03529411764705882	0.041176470588235294	0.01764705882352941	0.029411764705882353	0.03529411764705882	0.07058823529411765	0.06470588235294118	0.023529411764705882	0.047058823529411764	0.1	0.011764705882352941	0.08823529411764706	0.01764705882352941	0.01764705882352941	0.01764705882352941	0.01764705882352941	0.01764705882352941	0.023529411764705882	0.058823529411764705
7	7	0.013793103448275862	0.027586206896551724	0.06896551724137931	0.3310344827586207	0.013793103448275862	0.020689655172413793	0.05517241379310345	0.013793103448275862	0.013793103448275862	0.027586206896551724	0.041379310344827586	0.013793103448275862	0.013793103448275862	0.020689655172413793	0.05517241379310345	0.020689655172413793	0.020689655172413793	0.06896551724137931	0.034482758620689655	0.020689655172413793	0.034482758620689655	0.013793103448275862	0.020689655172413793	0.013793103448275862	0.020689655172413793
8	8	0.015873015873015872	0.015873015873015872	0.023809523809523808	0.05555555555555555	0.07936507936507936	0.07142857142857142	0.031746031746031744	0.031746031746031744	0.047619047619047616	0.047619047619047616	0.023809523809523808	0.023809523809523808	0.09523809523809523	0.023809523809523808	0.047619047619047616	0.09523809523809523	0.015873015873015872	0.09523809523809523	0.015873015873015872	0.023809523809523808	0.015873015873015872	0.023809523809523808	0.023809523809523808	0.023809523809523808	0.031746031746031744
9	9	0.015625	0.015625	0.015625	0.015625	0.0234375	0.25	0.046875	0.015625	0.015625	0.0390625	0.015625	0.0234375	0.0390625	0.0390625	0.0234375	0.046875	0.015625	0.03125	0.0703125	0.0234375	0.1015625	0.0234375	0.03125	0.0390625	0.0234375
