0	0	0.008547008547008548	0.062393162393162394	0.008547008547008548	0.01623931623931624	0.01623931623931624	0.008547008547008548	0.01623931623931624	0.03162393162393162	0.01623931623931624	0.008547008547008548	0.008547008547008548	0.023931623931623933	0.33931623931623933	0.008547008547008548	0.008547008547008548	0.008547008547008548	0.01623931623931624	0.008547008547008548	0.008547008547008548	0.01623931623931624	0.023931623931623933	0.01623931623931624	0.008547008547008548	0.008547008547008548	0.01623931623931624	0.03162393162393162	0.01623931623931624	0.008547008547008548	0.008547008547008548	0.03162393162393162	0.008547008547008548	0.01623931623931624	0.008547008547008548	0.008547008547008548	0.01623931623931624	0.008547008547008548	0.023931623931623933	0.01623931623931624	0.01623931623931624	0.01623931623931624	0.008547008547008548	0.008547008547008548	0.008547008547008548	0.01623931623931624	0.008547008547008548
1	1	0.03726287262872628	0.006775067750677507	0.012872628726287264	0.006775067750677507	0.006775067750677507	0.006775067750677507	0.012872628726287264	0.006775067750677507	0.006775067750677507	0.006775067750677507	0.006775067750677507	0.012872628726287264	0.012872628726287264	0.006775067750677507	0.031165311653116527	0.025067750677506773	0.018970189701897018	0.012872628726287264	0.006775067750677507	0.006775067750677507	0.012872628726287264	0.04336043360433604	0.006775067750677507	0.006775067750677507	0.04336043360433604	0.006775067750677507	0.012872628726287264	0.006775067750677507	0.2323848238482385	0.031165311653116527	0.03726287262872628	0.006775067750677507	0.018970189701897018	0.06165311653116531	0.012872628726287264	0.04336043360433604	0.012872628726287264	0.018970189701897018	0.025067750677506773	0.012872628726287264	0.006775067750677507	0.012872628726287264	0.0494579945799458	0.012872628726287264	0.012872628726287264
2	2	0.007558578987150416	0.021164021164021163	0.007558578987150416	0.08238851095993953	0.01436130007558579	0.007558578987150416	0.04157218442932729	0.007558578987150416	0.007558578987150416	0.027966742252456534	0.01436130007558579	0.01436130007558579	0.027966742252456534	0.021164021164021163	0.007558578987150416	0.007558578987150416	0.007558578987150416	0.01436130007558579	0.01436130007558579	0.04157218442932729	0.048374905517762655	0.007558578987150416	0.08238851095993953	0.027966742252456534	0.007558578987150416	0.04157218442932729	0.01436130007558579	0.01436130007558579	0.007558578987150416	0.007558578987150416	0.04157218442932729	0.007558578987150416	0.007558578987150416	0.007558578987150416	0.007558578987150416	0.04157218442932729	0.007558578987150416	0.06878306878306878	0.027966742252456534	0.027966742252456534	0.01436130007558579	0.048374905517762655	0.007558578987150416	0.007558578987150416	0.021164021164021163
3	3	0.0728395061728395	0.22839506172839508	0.00617283950617284	0.022839506172839506	0.00617283950617284	0.011728395061728396	0.022839506172839506	0.00617283950617284	0.022839506172839506	0.011728395061728396	0.022839506172839506	0.00617283950617284	0.011728395061728396	0.00617283950617284	0.017283950617283952	0.017283950617283952	0.00617283950617284	0.00617283950617284	0.00617283950617284	0.011728395061728396	0.011728395061728396	0.00617283950617284	0.011728395061728396	0.017283950617283952	0.00617283950617284	0.03950617283950617	0.00617283950617284	0.011728395061728396	0.011728395061728396	0.00617283950617284	0.00617283950617284	0.04506172839506173	0.00617283950617284	0.00617283950617284	0.011728395061728396	0.00617283950617284	0.011728395061728396	0.00617283950617284	0.00617283950617284	0.00617283950617284	0.18395061728395062	0.00617283950617284	0.011728395061728396	0.017283950617283952	0.017283950617283952
4	4	0.006349206349206349	0.006349206349206349	0.16634920634920636	0.006349206349206349	0.006349206349206349	0.02349206349206349	0.012063492063492064	0.03492063492063492	0.012063492063492064	0.006349206349206349	0.012063492063492064	0.006349206349206349	0.006349206349206349	0.017777777777777778	0.006349206349206349	0.02349206349206349	0.006349206349206349	0.006349206349206349	0.006349206349206349	0.006349206349206349	0.017777777777777778	0.012063492063492064	0.006349206349206349	0.012063492063492064	0.006349206349206349	0.040634920634920635	0.006349206349206349	0.006349206349206349	0.012063492063492064	0.03492063492063492	0.03492063492063492	0.006349206349206349	0.006349206349206349	0.006349206349206349	0.012063492063492064	0.012063492063492064	0.28634920634920635	0.017777777777777778	0.006349206349206349	0.03492063492063492	0.006349206349206349	0.012063492063492064	0.012063492063492064	0.006349206349206349	0.006349206349206349
5	5	0.01153612629022465	0.01153612629022465	0.0060716454159077116	0.1700060716454159	0.01700060716454159	0.038858530661809346	0.01153612629022465	0.01153612629022465	0.05525197328476017	0.0060716454159077116	0.02246508803885853	0.0060716454159077116	0.02246508803885853	0.01700060716454159	0.0060716454159077116	0.0060716454159077116	0.01153612629022465	0.0060716454159077116	0.0060716454159077116	0.01700060716454159	0.0060716454159077116	0.01153612629022465	0.02246508803885853	0.0060716454159077116	0.01153612629022465	0.0060716454159077116	0.027929568913175468	0.02246508803885853	0.0060716454159077116	0.06071645415907711	0.0060716454159077116	0.0060716454159077116	0.14814814814814814	0.01153612629022465	0.0060716454159077116	0.01153612629022465	0.06618093503339405	0.0060716454159077116	0.0060716454159077116	0.0060716454159077116	0.0060716454159077116	0.03339404978749241	0.03339404978749241	0.0060716454159077116	0.0060716454159077116
6	6	0.08888888888888889	0.012418300653594772	0.012418300653594772	0.006535947712418301	0.018300653594771243	0.012418300653594772	0.012418300653594772	0.03594771241830065	0.006535947712418301	0.012418300653594772	0.006535947712418301	0.006535947712418301	0.03594771241830065	0.04183006535947712	0.03006535947712418	0.006535947712418301	0.012418300653594772	0.03006535947712418	0.006535947712418301	0.07124183006535947	0.04771241830065359	0.012418300653594772	0.02418300653594771	0.05359477124183006	0.02418300653594771	0.006535947712418301	0.03006535947712418	0.012418300653594772	0.012418300653594772	0.006535947712418301	0.07124183006535947	0.018300653594771243	0.012418300653594772	0.006535947712418301	0.018300653594771243	0.006535947712418301	0.006535947712418301	0.006535947712418301	0.04183006535947712	0.012418300653594772	0.02418300653594771	0.018300653594771243	0.012418300653594772	0.018300653594771243	0.03006535947712418
7	7	0.05593869731800766	0.007662835249042146	0.007662835249042146	0.007662835249042146	0.014559386973180077	0.014559386973180077	0.007662835249042146	0.014559386973180077	0.014559386973180077	0.028352490421455937	0.02145593869731801	0.02145593869731801	0.014559386973180077	0.007662835249042146	0.014559386973180077	0.014559386973180077	0.014559386973180077	0.02145593869731801	0.007662835249042146	0.06973180076628352	0.014559386973180077	0.007662835249042146	0.007662835249042146	0.014559386973180077	0.26973180076628356	0.007662835249042146	0.007662835249042146	0.028352490421455937	0.02145593869731801	0.014559386973180077	0.007662835249042146	0.007662835249042146	0.014559386973180077	0.007662835249042146	0.007662835249042146	0.08352490421455938	0.007662835249042146	0.007662835249042146	0.007662835249042146	0.007662835249042146	0.028352490421455937	0.007662835249042146	0.007662835249042146	0.014559386973180077	0.007662835249042146
8	8	0.01675485008818342	0.01675485008818342	0.008818342151675486	0.04056437389770723	0.008818342151675486	0.02469135802469136	0.02469135802469136	0.008818342151675486	0.03262786596119929	0.008818342151675486	0.008818342151675486	0.02469135802469136	0.09611992945326278	0.008818342151675486	0.01675485008818342	0.03262786596119929	0.01675485008818342	0.02469135802469136	0.008818342151675486	0.02469135802469136	0.008818342151675486	0.08024691358024691	0.008818342151675486	0.008818342151675486	0.03262786596119929	0.008818342151675486	0.01675485008818342	0.008818342151675486	0.06437389770723104	0.02469135802469136	0.008818342151675486	0.06437389770723104	0.01675485008818342	0.02469135802469136	0.008818342151675486	0.04056437389770723	0.008818342151675486	0.008818342151675486	0.01675485008818342	0.02469135802469136	0.008818342151675486	0.008818342151675486	0.008818342151675486	0.02469135802469136	0.008818342151675486
9	9	0.008680555555555556	0.016493055555555556	0.008680555555555556	0.008680555555555556	0.016493055555555556	0.008680555555555556	0.008680555555555556	0.008680555555555556	0.008680555555555556	0.008680555555555556	0.08680555555555555	0.008680555555555556	0.008680555555555556	0.03211805555555555	0.016493055555555556	0.016493055555555556	0.016493055555555556	0.03211805555555555	0.024305555555555556	0.008680555555555556	0.05555555555555555	0.024305555555555556	0.016493055555555556	0.04774305555555555	0.008680555555555556	0.008680555555555556	0.008680555555555556	0.03211805555555555	0.008680555555555556	0.008680555555555556	0.016493055555555556	0.008680555555555556	0.008680555555555556	0.008680555555555556	0.008680555555555556	0.03211805555555555	0.016493055555555556	0.024305555555555556	0.04774305555555555	0.008680555555555556	0.024305555555555556	0.008680555555555556	0.008680555555555556	0.19618055555555555	0.008680555555555556
