0	0	0.45384615384615384	0.05384615384615385	0.05384615384615385	0.038461538461538464	0.046153846153846156	0.1	0.06153846153846154	0.06153846153846154	0.05384615384615385	0.07692307692307693
1	1	0.07926829268292683	0.07317073170731707	0.04878048780487805	0.36585365853658536	0.11585365853658537	0.08536585365853659	0.036585365853658534	0.09146341463414634	0.06097560975609756	0.042682926829268296
2	2	0.061224489795918366	0.034013605442176874	0.1292517006802721	0.06802721088435375	0.1360544217687075	0.1564625850340136	0.061224489795918366	0.1360544217687075	0.16326530612244897	0.05442176870748299
3	3	0.08888888888888889	0.09444444444444444	0.027777777777777776	0.07222222222222222	0.044444444444444446	0.05	0.4666666666666667	0.044444444444444446	0.07777777777777778	0.03333333333333333
4	4	0.05142857142857143	0.04	0.29714285714285715	0.045714285714285714	0.07428571428571429	0.12	0.05142857142857143	0.2	0.02857142857142857	0.09142857142857143
5	5	0.04371584699453552	0.273224043715847	0.08196721311475409	0.03825136612021858	0.22950819672131148	0.12021857923497267	0.04371584699453552	0.09289617486338798	0.03278688524590164	0.04371584699453552
6	6	0.12941176470588237	0.11176470588235295	0.1	0.06470588235294118	0.058823529411764705	0.058823529411764705	0.1	0.08823529411764706	0.12941176470588237	0.1588235294117647
7	7	0.2827586206896552	0.09655172413793103	0.034482758620689655	0.034482758620689655	0.1310344827586207	0.04827586206896552	0.16551724137931034	0.04827586206896552	0.08275862068965517	0.07586206896551724
8	8	0.19047619047619047	0.09523809523809523	0.047619047619047616	0.1349206349206349	0.10317460317460317	0.11904761904761904	0.12698412698412698	0.05555555555555555	0.06349206349206349	0.06349206349206349
9	9	0.1015625	0.046875	0.046875	0.109375	0.0546875	0.0703125	0.359375	0.0703125	0.0625	0.078125
10	10	0.09090909090909091	0.05194805194805195	0.09090909090909091	0.3051948051948052	0.06493506493506493	0.07792207792207792	0.09090909090909091	0.09090909090909091	0.07142857142857142	0.06493506493506493
11	11	0.11801242236024845	0.037267080745341616	0.055900621118012424	0.062111801242236024	0.06832298136645963	0.06832298136645963	0.36024844720496896	0.049689440993788817	0.06832298136645963	0.11180124223602485
12	12	0.04672897196261682	0.0794392523364486	0.21962616822429906	0.037383177570093455	0.04672897196261682	0.056074766355140186	0.037383177570093455	0.397196261682243	0.03271028037383177	0.04672897196261682
13	13	0.06578947368421052	0.05263157894736842	0.09210526315789473	0.16447368421052633	0.05263157894736842	0.05921052631578947	0.17763157894736842	0.09868421052631579	0.19078947368421054	0.046052631578947366
14	14	0.053763440860215055	0.03225806451612903	0.12365591397849462	0.05913978494623656	0.3978494623655914	0.12365591397849462	0.06451612903225806	0.043010752688172046	0.06451612903225806	0.03763440860215054
15	15	0.10569105691056911	0.15447154471544716	0.07317073170731707	0.22764227642276422	0.056910569105691054	0.07317073170731707	0.10569105691056911	0.04878048780487805	0.06504065040650407	0.08943089430894309
